stdntid,female,black,asian,hispc,natam,orace,t_smc,t_rgc,t_rga,incit,subur,rural,urban,frpl,spced,math,read,math_std,read_std,school,teacher
13613,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,536,456,1.0041241476071,0.582170493815899,45,161
13615,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,399,384,-1.86338413309108,-1.71632699160026,30,105
13616,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,478,419,-0.209857460279721,-0.599001825078517,44,158
13618,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,506,437,0.376202626286331,-0.024377453724477,49,178
13619,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,602,495,2.38555149451279,1.82718996508299,73,272
13620,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,489,433,0.020380430871228,-0.152071758469819,65,240
13621,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,423,400,-1.36104691603446,-1.20554977261889,71,264
13622,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,576,627,1.84135284270146,6.04110202167928,71,264
13624,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,506,527,0.376202626286331,2.84874440304572,46,165
13625,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,449,421,-0.816848264223131,-0.535154672705846,55,197
13626,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,536,440,1.0041241476071,0.0713932748345296,11,39
13628,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,468,419,-0.419164634053311,-0.599001825078517,55,196
13631,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,559,468,1.48553064728636,0.965253408051925,29,102
13632,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,547,443,1.23436203875805,0.167164003393536,39,138
13634,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,454,431,-0.712194677336336,-0.21591891084249,68,247
13635,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,536,500,1.0041241476071,1.98680784601466,63,235
13636,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,513,500,0.522717647927843,1.98680784601466,50,181
13638,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,473,463,-0.314511047166516,0.805635527120248,28,100
13640,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,536,411,1.0041241476071,-0.854390434569202,55,198
13641,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,559,424,1.48553064728636,-0.439383944146839,62,228
13642,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,459,397,-0.607541090449541,-1.3013205011779,61,226
13643,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,454,492,-0.712194677336336,1.73141923652398,51,185
13645,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,429,407,-1.23546261177031,-0.982084739314544,54,194
13646,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,513,425,0.522717647927843,-0.407460367960504,62,228
13647,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,484,434,-0.0842731560155669,-0.120148182283484,61,223
13648,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,520,476,0.669232669569356,1.22064201754261,38,134
13650,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,478,450,-0.209857460279721,0.390629036697885,53,190
13651,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,468,443,-0.419164634053311,0.167164003393536,57,208
13652,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,418,390,-1.46570050292126,-1.52478553448225,55,199
13654,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,454,402,-0.712194677336336,-1.14170262024622,27,95
13655,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,399,380,-1.86338413309108,-1.8440212963456,30,105
13658,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,494,455,0.125034017758023,0.550246917629563,63,232
13661,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,449,440,-0.816848264223131,0.0713932748345296,58,215
13662,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,473,434,-0.314511047166516,-0.120148182283484,54,193
13663,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,463,419,-0.523818220940105,-0.599001825078517,47,171
13664,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,513,453,0.522717647927843,0.486399765256892,31,107
13665,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,559,554,1.48553064728636,3.71068096007678,29,102
13666,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,520,456,0.669232669569356,0.582170493815899,52,186
13668,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,506,451,0.376202626286331,0.422552612884221,54,195
13671,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,478,430,-0.209857460279721,-0.247842487028826,32,109
13672,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,399,403,-1.86338413309108,-1.10977904405989,30,106
13674,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,576,439,1.84135284270146,0.0394696986481941,65,240
13675,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,513,474,0.522717647927843,1.15679486516994,62,227
13676,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,520,445,0.669232669569356,0.231011155766207,59,217
13677,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,494,427,0.125034017758023,-0.343613215587833,65,237
13678,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,494,407,0.125034017758023,-0.982084739314544,55,198
13681,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,439,427,-1.02615543799672,-0.343613215587833,57,209
13682,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,520,476,0.669232669569356,1.22064201754261,63,235
13684,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,444,382,-0.921501851109926,-1.78017414397293,57,209
13686,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,528,461,0.836678408588228,0.741788374747576,48,173
13690,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,454,400,-0.712194677336336,-1.20554977261889,57,206
13692,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,405,397,-1.73779982882693,-1.3013205011779,30,105
13694,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,489,418,0.020380430871228,-0.630925401264853,62,228
13697,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,602,476,2.38555149451279,1.22064201754261,58,215
13700,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,444,395,-0.921501851109926,-1.36516765355057,6,17
13702,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,405,395,-1.73779982882693,-1.36516765355057,30,106
13703,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,489,434,0.020380430871228,-0.120148182283484,65,240
13706,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,468,434,-0.419164634053311,-0.120148182283484,51,185
13707,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,399,393,-1.86338413309108,-1.42901480592324,48,173
13708,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,454,437,-0.712194677336336,-0.024377453724477,3,7
13711,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,429,410,-1.23546261177031,-0.886314010755537,55,197
13712,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,528,461,0.836678408588228,0.741788374747576,35,119
13714,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,478,402,-0.209857460279721,-1.14170262024622,5,13
13715,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,506,456,0.376202626286331,0.582170493815899,57,209
13717,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,399,416,-1.86338413309108,-0.694772553637524,48,173
13718,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,520,478,0.669232669569356,1.28448916991528,59,218
13719,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,489,428,0.020380430871228,-0.311689639401497,5,13
13721,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,454,455,-0.712194677336336,0.550246917629563,69,256
13724,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,520,468,0.669232669569356,0.965253408051925,65,239
13725,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,528,440,0.836678408588228,0.0713932748345296,55,200
13728,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,528,451,0.836678408588228,0.422552612884221,55,196
13730,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,602,465,2.38555149451279,0.869482679492919,56,204
13731,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,602,474,2.38555149451279,1.15679486516994,65,239
13732,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,489,450,0.020380430871228,0.390629036697885,56,203
13733,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,439,410,-1.02615543799672,-0.886314010755537,56,204
13735,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,484,431,-0.0842731560155669,-0.21591891084249,55,196
13737,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,463,437,-0.523818220940105,-0.024377453724477,52,186
13738,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,473,414,-0.314511047166516,-0.758619706010195,60,222
13739,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,520,442,0.669232669569356,0.135240427207201,63,235
13740,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,449,430,-0.816848264223131,-0.247842487028826,34,117
13742,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,449,408,-0.816848264223131,-0.950161163128208,57,206
13745,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,434,390,-1.13080902488352,-1.52478553448225,47,169
13746,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,520,545,0.669232669569356,3.42336877439976,70,260
13747,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,439,403,-1.02615543799672,-1.10977904405989,70,260
13750,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,473,418,-0.314511047166516,-0.630925401264853,57,207
13751,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,520,458,0.669232669569356,0.64601764618857,25,86
13753,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,454,428,-0.712194677336336,-0.311689639401497,65,240
13754,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,506,433,0.376202626286331,-0.152071758469819,56,204
13756,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,439,424,-1.02615543799672,-0.439383944146839,70,261
13758,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,500,437,0.250618322022177,-0.024377453724477,70,259
13759,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,392,388,-2.00989915473259,-1.58863268685492,5,12
13765,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,399,403,-1.86338413309108,-1.10977904405989,30,105
13768,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,429,410,-1.23546261177031,-0.886314010755537,47,170
13769,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,439,407,-1.02615543799672,-0.982084739314544,50,182
13770,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,513,487,0.522717647927843,1.5718013555923,5,13
13771,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,489,455,0.020380430871228,0.550246917629563,69,255
13772,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,429,428,-1.23546261177031,-0.311689639401497,61,223
13773,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,478,440,-0.209857460279721,0.0713932748345296,25,85
13775,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,506,425,0.376202626286331,-0.407460367960504,22,79
13776,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,439,402,-1.02615543799672,-1.14170262024622,38,137
13778,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,528,450,0.836678408588228,0.390629036697885,38,137
13779,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,520,474,0.669232669569356,1.15679486516994,63,233
13781,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,513,474,0.522717647927843,1.15679486516994,69,256
13782,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,506,472,0.376202626286331,1.09294771279727,69,254
13783,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,489,468,0.020380430871228,0.965253408051925,60,222
13784,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,484,456,-0.0842731560155669,0.582170493815899,68,247
13785,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,478,422,-0.209857460279721,-0.50323109651951,62,229
13787,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,489,411,0.020380430871228,-0.854390434569202,67,245
13788,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,478,434,-0.209857460279721,-0.120148182283484,67,244
13789,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,459,439,-0.607541090449541,0.0394696986481941,69,258
13792,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,473,413,-0.314511047166516,-0.79054328219653,67,244
13797,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,434,405,-1.13080902488352,-1.04593189168721,71,264
13798,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,576,476,1.84135284270146,1.22064201754261,71,265
13799,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,559,460,1.48553064728636,0.709864798561241,71,263
13800,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,468,422,-0.419164634053311,-0.50323109651951,54,194
13801,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,439,407,-1.02615543799672,-0.982084739314544,40,144
13802,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,478,408,-0.209857460279721,-0.950161163128208,41,150
13803,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,494,465,0.125034017758023,0.869482679492919,48,173
13804,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,478,427,-0.209857460279721,-0.343613215587833,65,241
13805,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,405,403,-1.73779982882693,-1.10977904405989,55,199
13806,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,463,413,-0.523818220940105,-0.79054328219653,38,134
13807,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,449,410,-0.816848264223131,-0.886314010755537,49,179
13808,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,354,376,-2.80526641507223,-1.97171560109095,47,171
13810,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,478,492,-0.209857460279721,1.73141923652398,55,201
13813,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,473,448,-0.314511047166516,0.326781884325214,62,228
13815,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,449,413,-0.816848264223131,-0.79054328219653,49,176
13816,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,468,410,-0.419164634053311,-0.886314010755537,1,2
13818,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,473,425,-0.314511047166516,-0.407460367960504,6,17
13820,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,439,411,-1.02615543799672,-0.854390434569202,62,229
13821,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,528,451,0.836678408588228,0.422552612884221,6,17
13823,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,459,403,-0.607541090449541,-1.10977904405989,5,13
13824,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,434,411,-1.13080902488352,-0.854390434569202,3,9
13826,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,576,495,1.84135284270146,1.82718996508299,59,216
13827,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,459,430,-0.607541090449541,-0.247842487028826,68,247
13828,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,520,433,0.669232669569356,-0.152071758469819,55,198
13829,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,494,443,0.125034017758023,0.167164003393536,49,179
13830,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,520,430,0.669232669569356,-0.247842487028826,64,236
13831,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,520,437,0.669232669569356,-0.024377453724477,53,192
13837,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,506,487,0.376202626286331,1.5718013555923,69,253
13838,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,536,443,1.0041241476071,0.167164003393536,59,217
13839,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,463,413,-0.523818220940105,-0.79054328219653,8,26
13841,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,536,487,1.0041241476071,1.5718013555923,9,27
13842,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,484,437,-0.0842731560155669,-0.024377453724477,9,32
13843,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,602,487,2.38555149451279,1.5718013555923,10,35
13848,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,506,465,0.376202626286331,0.869482679492919,63,234
13851,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,473,437,-0.314511047166516,-0.024377453724477,17,63
13852,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,444,428,-0.921501851109926,-0.311689639401497,13,43
13853,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,500,430,0.250618322022177,-0.247842487028826,49,180
13854,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,559,472,1.48553064728636,1.09294771279727,54,195
13855,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,500,447,0.250618322022177,0.294858308138879,11,38
13858,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,602,500,2.38555149451279,1.98680784601466,11,39
13859,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,468,418,-0.419164634053311,-0.630925401264853,64,236
13860,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,478,433,-0.209857460279721,-0.152071758469819,21,75
13861,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,506,451,0.376202626286331,0.422552612884221,15,53
13862,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,547,450,1.23436203875805,0.390629036697885,15,52
13863,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,500,450,0.250618322022177,0.390629036697885,14,51
13864,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,449,407,-0.816848264223131,-0.982084739314544,2,4
13865,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,494,455,0.125034017758023,0.550246917629563,15,54
13866,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,520,455,0.669232669569356,0.550246917629563,15,53
13870,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,500,425,0.250618322022177,-0.407460367960504,14,47
13872,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,454,425,-0.712194677336336,-0.407460367960504,2,6
13873,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,513,450,0.522717647927843,0.390629036697885,2,5
13874,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,468,437,-0.419164634053311,-0.024377453724477,22,78
13875,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,473,433,-0.314511047166516,-0.152071758469819,14,51
13876,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,489,468,0.020380430871228,0.965253408051925,15,54
13877,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,484,407,-0.0842731560155669,-0.982084739314544,14,49
13878,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,547,447,1.23436203875805,0.294858308138879,14,50
13879,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,473,414,-0.314511047166516,-0.758619706010195,46,168
13882,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,513,545,0.522717647927843,3.42336877439976,17,63
13883,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,418,413,-1.46570050292126,-0.79054328219653,18,66
13884,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,528,460,0.836678408588228,0.709864798561241,55,201
13885,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,484,408,-0.0842731560155669,-0.950161163128208,54,193
13887,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,513,461,0.522717647927843,0.741788374747576,73,270
13888,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,439,388,-1.02615543799672,-1.58863268685492,62,227
13889,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,513,414,0.522717647927843,-0.758619706010195,73,273
13890,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,489,443,0.020380430871228,0.167164003393536,73,271
13893,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,478,447,-0.209857460279721,0.294858308138879,73,273
13895,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,626,461,2.88788871156941,0.741788374747576,59,216
13896,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,473,428,-0.314511047166516,-0.311689639401497,51,183
13898,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,444,424,-0.921501851109926,-0.439383944146839,41,147
13900,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,559,425,1.48553064728636,-0.407460367960504,59,217
13901,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,439,450,-1.02615543799672,0.390629036697885,63,232
13903,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,423,408,-1.36104691603446,-0.950161163128208,42,151
13905,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,559,440,1.48553064728636,0.0713932748345296,71,263
13906,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,489,430,0.020380430871228,-0.247842487028826,16,57
13907,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,520,478,0.669232669569356,1.28448916991528,19,68
13908,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,500,448,0.250618322022177,0.326781884325214,73,272
13910,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,536,443,1.0041241476071,0.167164003393536,53,189
13911,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,500,447,0.250618322022177,0.294858308138879,53,190
13912,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,547,467,1.23436203875805,0.93332983186559,17,62
13913,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,468,468,-0.419164634053311,0.965253408051925,17,62
13915,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,547,468,1.23436203875805,0.965253408051925,16,57
13917,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,626,545,2.88788871156941,3.42336877439976,59,216
13919,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,468,442,-0.419164634053311,0.135240427207201,19,68
13921,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,520,442,0.669232669569356,0.135240427207201,72,268
13922,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,473,433,-0.314511047166516,-0.152071758469819,61,225
13924,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,500,453,0.250618322022177,0.486399765256892,19,67
13925,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,494,448,0.125034017758023,0.326781884325214,55,196
13926,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,494,410,0.125034017758023,-0.886314010755537,57,208
13927,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,463,410,-0.523818220940105,-0.886314010755537,51,184
13928,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,444,414,-0.921501851109926,-0.758619706010195,57,209
13929,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,412,413,-1.59128480718541,-0.79054328219653,55,197
13930,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,489,445,0.020380430871228,0.231011155766207,55,199
13931,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,444,407,-0.921501851109926,-0.982084739314544,57,205
13932,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,478,433,-0.209857460279721,-0.152071758469819,18,66
13933,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,449,398,-0.816848264223131,-1.26939692499156,18,64
13934,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,536,538,1.0041241476071,3.19990374109541,72,266
13936,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,473,428,-0.314511047166516,-0.311689639401497,35,118
13937,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,449,425,-0.816848264223131,-0.407460367960504,56,203
13938,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,434,410,-1.13080902488352,-0.886314010755537,60,220
13939,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,576,487,1.84135284270146,1.5718013555923,42,153
13944,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,478,424,-0.209857460279721,-0.439383944146839,41,149
13945,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,478,445,-0.209857460279721,0.231011155766207,58,213
13947,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,484,440,-0.0842731560155669,0.0713932748345296,13,46
13948,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,444,410,-0.921501851109926,-0.886314010755537,18,64
13950,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,434,408,-1.13080902488352,-0.950161163128208,60,219
13951,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,429,425,-1.23546261177031,-0.407460367960504,42,151
13952,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,478,463,-0.209857460279721,0.805635527120248,69,256
13953,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,547,500,1.23436203875805,1.98680784601466,17,58
13957,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,626,480,2.88788871156941,1.34833632228795,73,272
13958,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,463,411,-0.523818220940105,-0.854390434569202,18,64
13959,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,494,437,0.125034017758023,-0.024377453724477,17,60
13963,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,434,410,-1.13080902488352,-0.886314010755537,49,180
13964,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,473,400,-0.314511047166516,-1.20554977261889,61,226
13966,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,626,443,2.88788871156941,0.167164003393536,59,216
13969,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,547,480,1.23436203875805,1.34833632228795,32,110
13973,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,513,433,0.522717647927843,-0.152071758469819,20,71
13975,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,536,485,1.0041241476071,1.50795420321963,26,92
13976,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,449,397,-0.816848264223131,-1.3013205011779,65,238
13981,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,444,395,-0.921501851109926,-1.36516765355057,60,220
13984,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,513,431,0.522717647927843,-0.21591891084249,63,230
13993,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,478,503,-0.209857460279721,2.08257857457367,57,205
13994,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,520,442,0.669232669569356,0.135240427207201,55,196
13996,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,459,419,-0.607541090449541,-0.599001825078517,48,173
13998,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,454,424,-0.712194677336336,-0.439383944146839,39,141
13999,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,468,460,-0.419164634053311,0.709864798561241,55,201
14000,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,444,422,-0.921501851109926,-0.50323109651951,55,201
14003,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,513,448,0.522717647927843,0.326781884325214,61,223
14005,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,528,538,0.836678408588228,3.19990374109541,28,101
